"","Metro","Month","Dimension","Job Openings","Median Base Pay"
"2238","Seattle","2017-05-08","Job Openings","101850.75",NA
"2239","Seattle","2017-05-15","Job Openings","101701.75",NA
"2240","Seattle","2017-05-22","Job Openings","101657.75",NA
"2241","Seattle","2017-05-29","Job Openings","101389.5",NA
"2242","Seattle","2017-06","Metro Median Base Pay",NA,"60780"
"2243","Seattle","2017-06-05","Job Openings","99412.75",NA
"2244","Seattle","2017-06-12","Job Openings","97567.5",NA
"2245","Seattle","2017-06-19","Job Openings","96159.75",NA
"2246","Seattle","2017-06-26","Job Openings","95265.75",NA
"2247","Seattle","2017-07","Metro Median Base Pay",NA,"60685.333333333299"
"2248","Seattle","2017-07-03","Job Openings","95958.75",NA
"2249","Seattle","2017-07-10","Job Openings","96323",NA
"2250","Seattle","2017-07-17","Job Openings","96603.75",NA
"2251","Seattle","2017-07-24","Job Openings","96577.5",NA
"2252","Seattle","2017-07-31","Job Openings","96947.75",NA
"2253","Seattle","2017-08","Metro Median Base Pay",NA,"60885.666666666701"
"2254","Seattle","2017-08-07","Job Openings","97663",NA
"2255","Seattle","2017-08-14","Job Openings","98098.75",NA
"2256","Seattle","2017-08-21","Job Openings","98479",NA
"2257","Seattle","2017-08-28","Job Openings","99030",NA
"2258","Seattle","2017-09","Metro Median Base Pay",NA,"60967.333333333299"
"2259","Seattle","2017-09-04","Job Openings","98630.25",NA
"2260","Seattle","2017-09-11","Job Openings","98855",NA
"2261","Seattle","2017-09-18","Job Openings","98947.25",NA
"2262","Seattle","2017-09-25","Job Openings","99152.5",NA
"2263","Seattle","2017-10","Metro Median Base Pay",NA,"61333.666666666701"
"2264","Seattle","2017-10-02","Job Openings","99908.5",NA
"2265","Seattle","2017-10-09","Job Openings","100040.5",NA
"2266","Seattle","2017-10-16","Job Openings","100790.5",NA
"2267","Seattle","2017-10-23","Job Openings","101561",NA
"2268","Seattle","2017-10-30","Job Openings","102345",NA
"2269","Seattle","2017-11","Metro Median Base Pay",NA,"61546"
"2270","Seattle","2017-11-06","Job Openings","104657.25",NA
"2271","Seattle","2017-11-13","Job Openings","105832",NA
"2272","Seattle","2017-11-20","Job Openings","106419.25",NA
"2273","Seattle","2017-11-27","Job Openings","106755",NA
"2274","Seattle","2017-12","Metro Median Base Pay",NA,"61667.666666666701"
"2275","Seattle","2017-12-04","Job Openings","105725.5",NA
"2276","Seattle","2017-12-11","Job Openings","104421.5",NA
"2277","Seattle","2017-12-18","Job Openings","103055.25",NA
"2278","Seattle","2017-12-25","Job Openings","100602.25",NA
"2279","Seattle","2018-01","Metro Median Base Pay",NA,"61650.333333333299"
"2280","Seattle","2018-01-01","Job Openings","98333.25",NA
"2281","Seattle","2018-01-08","Job Openings","97388.5",NA
"2282","Seattle","2018-01-15","Job Openings","96357.25",NA
"2283","Seattle","2018-01-22","Job Openings","97212",NA
"2284","Seattle","2018-01-29","Job Openings","99023.75",NA
"2285","Seattle","2018-02","Metro Median Base Pay",NA,"61713"
"2286","Seattle","2018-02-05","Job Openings","100721.75",NA
"2287","Seattle","2018-02-12","Job Openings","102783",NA
"2288","Seattle","2018-02-19","Job Openings","104348.5",NA
"2289","Seattle","2018-02-26","Job Openings","104856",NA
"2290","Seattle","2018-03","Metro Median Base Pay",NA,"62077.333333333299"
"2291","Seattle","2018-03-05","Job Openings","105202.25",NA
"2292","Seattle","2018-03-12","Job Openings","105274",NA
"2293","Seattle","2018-03-19","Job Openings","105459",NA
"2294","Seattle","2018-03-26","Job Openings","105729.75",NA
"2295","Seattle","2018-04","Metro Median Base Pay",NA,"62347.666666666701"
"2296","Seattle","2018-04-02","Job Openings","105857",NA
"2297","Seattle","2018-04-09","Job Openings","105899.25",NA
"2298","Seattle","2018-04-16","Job Openings","105618.75",NA
"2299","Seattle","2018-04-23","Job Openings","105135",NA
"2300","Seattle","2018-04-30","Job Openings","105316",NA
"2301","Seattle","2018-05","Metro Median Base Pay",NA,"62334.333333333299"
"2302","Seattle","2018-05-07","Job Openings","106382",NA
"2303","Seattle","2018-05-14","Job Openings","107347.25",NA
"2304","Seattle","2018-05-21","Job Openings","108140.5",NA
"2305","Seattle","2018-05-28","Job Openings","107880.25",NA
"2306","Seattle","2018-06","Metro Median Base Pay",NA,"62235"
"2307","Seattle","2018-06-04","Job Openings","106461.5",NA
"2308","Seattle","2018-06-11","Job Openings","105468.75",NA
"2309","Seattle","2018-06-18","Job Openings","104922.25",NA
"2310","Seattle","2018-06-25","Job Openings","104818",NA
"2311","Seattle","2018-07","Metro Median Base Pay",NA,"62183.333333333299"
"2312","Seattle","2018-07-02","Job Openings","105101.5",NA
"2313","Seattle","2018-07-09","Job Openings","105161.5",NA
"2314","Seattle","2018-07-16","Job Openings","105053.5",NA
"2315","Seattle","2018-07-23","Job Openings","105142.5",NA
"2316","Seattle","2018-07-30","Job Openings","105422.5",NA
"2317","Seattle","2018-08","Metro Median Base Pay",NA,"62413.666666666701"
"2318","Seattle","2018-08-06","Job Openings","106009.5",NA
"2319","Seattle","2018-08-13","Job Openings","106897.25",NA
"2320","Seattle","2018-08-20","Job Openings","107692.25",NA
"2321","Seattle","2018-08-27","Job Openings","108208.75",NA
"2322","Seattle","2018-09","Metro Median Base Pay",NA,"62708"
"2323","Seattle","2018-09-03","Job Openings","107925",NA
"2324","Seattle","2018-09-10","Job Openings","107480",NA
"2325","Seattle","2018-09-17","Job Openings","107313.75",NA
"2326","Seattle","2018-09-24","Job Openings","107447.75",NA
"2327","Seattle","2018-10","Metro Median Base Pay",NA,"63097"
"2328","Seattle","2018-10-01","Job Openings","108262.5",NA
"2329","Seattle","2018-10-08","Job Openings","108572.25",NA
"2330","Seattle","2018-10-15","Job Openings","107986.5",NA
"2331","Seattle","2018-10-22","Job Openings","107083",NA
"2332","Seattle","2018-10-29","Job Openings","106495.25",NA
"2333","Seattle","2018-11","Metro Median Base Pay",NA,"63498.666666666701"
"2334","Seattle","2018-11-05","Job Openings","105957.25",NA
"2335","Seattle","2018-11-12","Job Openings","106355.75",NA
"2336","Seattle","2018-11-19","Job Openings","107132.25",NA
"2337","Seattle","2018-11-26","Job Openings","107422.25",NA
"2338","Seattle","2018-12","Metro Median Base Pay",NA,"63557.666666666701"
"2339","Seattle","2018-12-03","Job Openings","108209.75",NA
"2340","Seattle","2018-12-10","Job Openings","108386.75",NA
"2341","Seattle","2018-12-17","Job Openings","108753",NA
"2342","Seattle","2018-12-24","Job Openings","108493.75",NA
"2343","Seattle","2018-12-31","Job Openings","107370.75",NA
"2344","Seattle","2019-01","Metro Median Base Pay",NA,"63389"
"2345","Seattle","2019-01-07","Job Openings","106759.5",NA
"2346","Seattle","2019-01-14","Job Openings","105703.5",NA
"2347","Seattle","2019-01-21","Job Openings","105497",NA
"2348","Seattle","2019-01-28","Job Openings","106442.5",NA
"2349","Seattle","2019-02","Metro Median Base Pay",NA,"63225.333333333299"
"2350","Seattle","2019-02-04","Job Openings","107038.5",NA
"2351","Seattle","2019-02-11","Job Openings","107398.25",NA
"2352","Seattle","2019-02-18","Job Openings","108215.25",NA
"2353","Seattle","2019-02-25","Job Openings","107383.75",NA
"2354","Seattle","2019-03","Metro Median Base Pay",NA,"63344.333333333299"
"2355","Seattle","2019-03-04","Job Openings","106688.75",NA
"2356","Seattle","2019-03-11","Job Openings","106782.75",NA
"2357","Seattle","2019-03-18","Job Openings","106875.5",NA
"2358","Seattle","2019-03-25","Job Openings","108057.75",NA
"2359","Seattle","2019-04","Metro Median Base Pay",NA,"63630"
"2360","Seattle","2019-04-01","Job Openings","109278.5",NA
"2361","Seattle","2019-04-08","Job Openings","110546",NA
"2362","Seattle","2019-04-15","Job Openings","111492.25",NA
"2363","Seattle","2019-04-22","Job Openings","112305.5",NA
"2364","Seattle","2019-04-29","Job Openings","113565.25",NA
"2365","Seattle","2019-05","Metro Median Base Pay",NA,"63740.333333333299"
"2366","Seattle","2019-05-06","Job Openings","114126",NA
"2367","Seattle","2019-05-13","Job Openings","114161.75",NA
"2368","Seattle","2019-05-20","Job Openings","114513",NA
"2369","Seattle","2019-05-27","Job Openings","113705.5",NA
"2370","Seattle","2019-06","Metro Median Base Pay",NA,"63735.333333333299"
"2371","Seattle","2019-06-03","Job Openings","113467",NA
"2372","Seattle","2019-06-10","Job Openings","113828.5",NA
"2373","Seattle","2019-06-17","Job Openings","114263.5",NA
"2374","Seattle","2019-06-24","Job Openings","114879.5",NA
"2375","Seattle","2019-07","Metro Median Base Pay",NA,"63717"
"2376","Seattle","2019-07-01","Job Openings","115348",NA
"2377","Seattle","2019-07-08","Job Openings","115403",NA
"2378","Seattle","2019-07-15","Job Openings","115254.75",NA
"2379","Seattle","2019-07-22","Job Openings","115425",NA
"2380","Seattle","2019-07-29","Job Openings","115454.25",NA
"2381","Seattle","2019-08","Metro Median Base Pay",NA,"63984.333333333299"
"2382","Seattle","2019-08-05","Job Openings","115417",NA
"2383","Seattle","2019-08-12","Job Openings","114656.25",NA
"2384","Seattle","2019-08-19","Job Openings","114105.25",NA
"2385","Seattle","2019-08-26","Job Openings","113116.5",NA
"2386","Seattle","2019-09","Metro Median Base Pay",NA,"64345.666666666701"
"2387","Seattle","2019-09-02","Job Openings","112661.5",NA
"2388","Seattle","2019-09-09","Job Openings","113226",NA
"2389","Seattle","2019-09-16","Job Openings","114204.5",NA
"2390","Seattle","2019-09-23","Job Openings","118746.25",NA
"2391","Seattle","2019-09-30","Job Openings","121062.75",NA
"2392","Seattle","2019-10","Metro Median Base Pay",NA,"64639.333333333299"
"2393","Seattle","2019-10-07","Job Openings","122739",NA
"2394","Seattle","2019-10-14","Job Openings","122950",NA
"2395","Washington DC","2014-03","Metro Median Base Pay",NA,"55963.333333333299"
"2396","Washington DC","2014-04","Metro Median Base Pay",NA,"56002.333333333299"
"2397","Washington DC","2014-05","Metro Median Base Pay",NA,"55896"
"2398","Washington DC","2014-06","Metro Median Base Pay",NA,"56164.333333333299"
"2399","Washington DC","2014-07","Metro Median Base Pay",NA,"56488.666666666701"
"2400","Washington DC","2014-08","Metro Median Base Pay",NA,"56503.666666666701"
"2401","Washington DC","2014-09","Metro Median Base Pay",NA,"56496"
"2402","Washington DC","2014-10","Metro Median Base Pay",NA,"56535.666666666701"
"2403","Washington DC","2014-11","Metro Median Base Pay",NA,"56659"
"2404","Washington DC","2014-12","Metro Median Base Pay",NA,"56763.666666666701"
"2405","Washington DC","2015-01","Metro Median Base Pay",NA,"56614"
"2406","Washington DC","2015-02","Metro Median Base Pay",NA,"56638.333333333299"
"2407","Washington DC","2015-03","Metro Median Base Pay",NA,"56726.666666666701"
"2408","Washington DC","2015-04","Metro Median Base Pay",NA,"56831.333333333299"
"2409","Washington DC","2015-05","Metro Median Base Pay",NA,"56933"
"2410","Washington DC","2015-06","Metro Median Base Pay",NA,"57063.333333333299"
"2411","Washington DC","2015-07","Metro Median Base Pay",NA,"57096"
"2412","Washington DC","2015-08","Metro Median Base Pay",NA,"57274"
"2413","Washington DC","2015-09","Metro Median Base Pay",NA,"57302.333333333299"
"2414","Washington DC","2015-10","Metro Median Base Pay",NA,"57466.666666666701"
"2415","Washington DC","2015-11","Metro Median Base Pay",NA,"57329.333333333299"
"2416","Washington DC","2015-12","Metro Median Base Pay",NA,"57424.333333333299"
"2417","Washington DC","2016-01","Metro Median Base Pay",NA,"57528"
"2418","Washington DC","2016-01-04","Job Openings",NA,NA
"2419","Washington DC","2016-01-11","Job Openings",NA,NA
"2420","Washington DC","2016-01-18","Job Openings",NA,NA
"2421","Washington DC","2016-01-25","Job Openings","152374",NA
"2422","Washington DC","2016-02","Metro Median Base Pay",NA,"57784"
"2423","Washington DC","2016-02-01","Job Openings","152803",NA
"2424","Washington DC","2016-02-08","Job Openings","153656.75",NA
"2425","Washington DC","2016-02-15","Job Openings","155195.75",NA
"2426","Washington DC","2016-02-22","Job Openings","156162",NA
"2427","Washington DC","2016-02-29","Job Openings","157279.5",NA
"2428","Washington DC","2016-03","Metro Median Base Pay",NA,"57996.333333333299"
"2429","Washington DC","2016-03-07","Job Openings","158155.75",NA
"2430","Washington DC","2016-03-14","Job Openings","158982.25",NA
"2431","Washington DC","2016-03-21","Job Openings","160595",NA
"2432","Washington DC","2016-03-28","Job Openings","160047",NA
"2433","Washington DC","2016-04","Metro Median Base Pay",NA,"58181.666666666701"
"2434","Washington DC","2016-04-04","Job Openings","158402.75",NA
"2435","Washington DC","2016-04-11","Job Openings","156462.25",NA
"2436","Washington DC","2016-04-18","Job Openings","154003.5",NA
"2437","Washington DC","2016-04-25","Job Openings","153169.5",NA
"2438","Washington DC","2016-05","Metro Median Base Pay",NA,"58467.666666666701"
"2439","Washington DC","2016-05-02","Job Openings","153580",NA
"2440","Washington DC","2016-05-09","Job Openings","153857.5",NA
"2441","Washington DC","2016-05-16","Job Openings","154740.75",NA
"2442","Washington DC","2016-05-23","Job Openings","154788.75",NA
"2443","Washington DC","2016-05-30","Job Openings","154650.25",NA
"2444","Washington DC","2016-06","Metro Median Base Pay",NA,"58560.666666666701"
"2445","Washington DC","2016-06-06","Job Openings","154232.75",NA
"2446","Washington DC","2016-06-13","Job Openings","153674.5",NA
"2447","Washington DC","2016-06-20","Job Openings","154251.5",NA
"2448","Washington DC","2016-06-27","Job Openings","154677",NA
"2449","Washington DC","2016-07","Metro Median Base Pay",NA,"58602.333333333299"
"2450","Washington DC","2016-07-04","Job Openings","155575.5",NA
"2451","Washington DC","2016-07-11","Job Openings","156526.25",NA
"2452","Washington DC","2016-07-18","Job Openings","157263.5",NA
"2453","Washington DC","2016-07-25","Job Openings","158579",NA
"2454","Washington DC","2016-08","Metro Median Base Pay",NA,"58626"
"2455","Washington DC","2016-08-01","Job Openings","160268",NA
"2456","Washington DC","2016-08-08","Job Openings","161427.25",NA
"2457","Washington DC","2016-08-15","Job Openings","162988.75",NA
"2458","Washington DC","2016-08-22","Job Openings","164240.5",NA
"2459","Washington DC","2016-08-29","Job Openings","164594.5",NA
"2460","Washington DC","2016-09","Metro Median Base Pay",NA,"58687.666666666701"
"2461","Washington DC","2016-09-05","Job Openings","164692",NA
"2462","Washington DC","2016-09-12","Job Openings","164960",NA
"2463","Washington DC","2016-09-19","Job Openings","165660.5",NA
"2464","Washington DC","2016-09-26","Job Openings","166716.5",NA
"2465","Washington DC","2016-10","Metro Median Base Pay",NA,"58873.333333333299"
"2466","Washington DC","2016-10-03","Job Openings","168083.5",NA
"2467","Washington DC","2016-10-10","Job Openings","168556",NA
"2468","Washington DC","2016-10-17","Job Openings","168539.75",NA
"2469","Washington DC","2016-10-24","Job Openings","168616.25",NA
"2470","Washington DC","2016-10-31","Job Openings","168599.25",NA
"2471","Washington DC","2016-11","Metro Median Base Pay",NA,"58998.333333333299"
"2472","Washington DC","2016-11-07","Job Openings","168521.5",NA
"2473","Washington DC","2016-11-14","Job Openings","168128.5",NA
"2474","Washington DC","2016-11-21","Job Openings","167515.75",NA
"2475","Washington DC","2016-11-28","Job Openings","166585.75",NA
"2476","Washington DC","2016-12","Metro Median Base Pay",NA,"58985"
"2477","Washington DC","2016-12-05","Job Openings","165521",NA
"2478","Washington DC","2016-12-12","Job Openings","164195",NA
"2479","Washington DC","2016-12-19","Job Openings","161027.25",NA
"2480","Washington DC","2016-12-26","Job Openings","157720",NA
"2481","Washington DC","2017-01","Metro Median Base Pay",NA,"59182.333333333299"
"2482","Washington DC","2017-01-02","Job Openings","154230.25",NA
"2483","Washington DC","2017-01-09","Job Openings","151823",NA
"2484","Washington DC","2017-01-16","Job Openings","151223.5",NA
"2485","Washington DC","2017-01-23","Job Openings","151740.5",NA
"2486","Washington DC","2017-01-30","Job Openings","152822",NA
"2487","Washington DC","2017-02","Metro Median Base Pay",NA,"59109.333333333299"
"2488","Washington DC","2017-02-06","Job Openings","153535",NA
"2489","Washington DC","2017-02-13","Job Openings","154740.25",NA
"2490","Washington DC","2017-02-20","Job Openings","155631.5",NA
"2491","Washington DC","2017-02-27","Job Openings","157064",NA
"2492","Washington DC","2017-03","Metro Median Base Pay",NA,"59385.666666666701"
"2493","Washington DC","2017-03-06","Job Openings","158129.75",NA
"2494","Washington DC","2017-03-13","Job Openings","159214",NA
"2495","Washington DC","2017-03-20","Job Openings","159360.75",NA
"2496","Washington DC","2017-03-27","Job Openings","158530.5",NA
"2497","Washington DC","2017-04","Metro Median Base Pay",NA,"59422"
"2498","Washington DC","2017-04-03","Job Openings","157282.75",NA
"2499","Washington DC","2017-04-10","Job Openings","156181.5",NA
"2500","Washington DC","2017-04-17","Job Openings","155995.25",NA
"2501","Washington DC","2017-04-24","Job Openings","155864.5",NA
"2502","Washington DC","2017-05","Metro Median Base Pay",NA,"59451.333333333299"
"2503","Washington DC","2017-05-01","Job Openings","156247.25",NA
"2504","Washington DC","2017-05-08","Job Openings","156000.5",NA
"2505","Washington DC","2017-05-15","Job Openings","155846.75",NA
"2506","Washington DC","2017-05-22","Job Openings","156026.5",NA
"2507","Washington DC","2017-05-29","Job Openings","155722.75",NA
"2508","Washington DC","2017-06","Metro Median Base Pay",NA,"59212.666666666701"
"2509","Washington DC","2017-06-05","Job Openings","155690.25",NA
"2510","Washington DC","2017-06-12","Job Openings","155701.5",NA
"2511","Washington DC","2017-06-19","Job Openings","156337.25",NA
"2512","Washington DC","2017-06-26","Job Openings","158112.75",NA
"2513","Washington DC","2017-07","Metro Median Base Pay",NA,"59257.333333333299"
"2514","Washington DC","2017-07-03","Job Openings","158881",NA
"2515","Washington DC","2017-07-10","Job Openings","159498.75",NA
"2516","Washington DC","2017-07-17","Job Openings","160224.5",NA
"2517","Washington DC","2017-07-24","Job Openings","160439",NA
"2518","Washington DC","2017-07-31","Job Openings","162131",NA
"2519","Washington DC","2017-08","Metro Median Base Pay",NA,"59556.666666666701"
"2520","Washington DC","2017-08-07","Job Openings","163989",NA
"2521","Washington DC","2017-08-14","Job Openings","164449",NA
"2522","Washington DC","2017-08-21","Job Openings","164528.5",NA
"2523","Washington DC","2017-08-28","Job Openings","163965.5",NA
"2524","Washington DC","2017-09","Metro Median Base Pay",NA,"59731.333333333299"
"2525","Washington DC","2017-09-04","Job Openings","162307",NA
"2526","Washington DC","2017-09-11","Job Openings","162028.5",NA
"2527","Washington DC","2017-09-18","Job Openings","162301",NA
"2528","Washington DC","2017-09-25","Job Openings","162634",NA
"2529","Washington DC","2017-10","Metro Median Base Pay",NA,"59669.333333333299"
"2530","Washington DC","2017-10-02","Job Openings","164434",NA
"2531","Washington DC","2017-10-09","Job Openings","165283",NA
"2532","Washington DC","2017-10-16","Job Openings","166988",NA
"2533","Washington DC","2017-10-23","Job Openings","169414.25",NA
"2534","Washington DC","2017-10-30","Job Openings","170891",NA
"2535","Washington DC","2017-11","Metro Median Base Pay",NA,"59692.666666666701"
"2536","Washington DC","2017-11-06","Job Openings","172049.75",NA
"2537","Washington DC","2017-11-13","Job Openings","171915.25",NA
"2538","Washington DC","2017-11-20","Job Openings","171590.5",NA
"2539","Washington DC","2017-11-27","Job Openings","170887",NA
"2540","Washington DC","2017-12","Metro Median Base Pay",NA,"59978.333333333299"
"2541","Washington DC","2017-12-04","Job Openings","172418",NA
"2542","Washington DC","2017-12-11","Job Openings","171966.5",NA
"2543","Washington DC","2017-12-18","Job Openings","170978.75",NA
"2544","Washington DC","2017-12-25","Job Openings","170077.75",NA
"2545","Washington DC","2018-01","Metro Median Base Pay",NA,"60102.666666666701"
"2546","Washington DC","2018-01-01","Job Openings","167878.5",NA
"2547","Washington DC","2018-01-08","Job Openings","168567.5",NA
"2548","Washington DC","2018-01-15","Job Openings","168778.5",NA
"2549","Washington DC","2018-01-22","Job Openings","170270",NA
"2550","Washington DC","2018-01-29","Job Openings","171949.75",NA
"2551","Washington DC","2018-02","Metro Median Base Pay",NA,"60118.333333333299"
"2552","Washington DC","2018-02-05","Job Openings","173136",NA
"2553","Washington DC","2018-02-12","Job Openings","176516",NA
"2554","Washington DC","2018-02-19","Job Openings","177607.75",NA
"2555","Washington DC","2018-02-26","Job Openings","178240",NA
"2556","Washington DC","2018-03","Metro Median Base Pay",NA,"60153"
"2557","Washington DC","2018-03-05","Job Openings","180088.5",NA
"2558","Washington DC","2018-03-12","Job Openings","180639.25",NA
"2559","Washington DC","2018-03-19","Job Openings","181677.5",NA
"2560","Washington DC","2018-03-26","Job Openings","182139.75",NA
"2561","Washington DC","2018-04","Metro Median Base Pay",NA,"60394.333333333299"
"2562","Washington DC","2018-04-02","Job Openings","180773.25",NA
"2563","Washington DC","2018-04-09","Job Openings","179128.25",NA
"2564","Washington DC","2018-04-16","Job Openings","178175",NA
"2565","Washington DC","2018-04-23","Job Openings","178105.5",NA
"2566","Washington DC","2018-04-30","Job Openings","178670.75",NA
"2567","Washington DC","2018-05","Metro Median Base Pay",NA,"60353.666666666701"
"2568","Washington DC","2018-05-07","Job Openings","180130.5",NA
"2569","Washington DC","2018-05-14","Job Openings","180779",NA
"2570","Washington DC","2018-05-21","Job Openings","181085.25",NA
"2571","Washington DC","2018-05-28","Job Openings","180601.25",NA
"2572","Washington DC","2018-06","Metro Median Base Pay",NA,"60443.333333333299"
"2573","Washington DC","2018-06-04","Job Openings","178478.25",NA
"2574","Washington DC","2018-06-11","Job Openings","177198.75",NA
"2575","Washington DC","2018-06-18","Job Openings","175842.25",NA
"2576","Washington DC","2018-06-25","Job Openings","174997.5",NA
"2577","Washington DC","2018-07","Metro Median Base Pay",NA,"60302"
"2578","Washington DC","2018-07-02","Job Openings","174504.75",NA
"2579","Washington DC","2018-07-09","Job Openings","174281.5",NA
"2580","Washington DC","2018-07-16","Job Openings","174285",NA
"2581","Washington DC","2018-07-23","Job Openings","174384.25",NA
"2582","Washington DC","2018-07-30","Job Openings","175091.75",NA
"2583","Washington DC","2018-08","Metro Median Base Pay",NA,"60588.333333333299"
"2584","Washington DC","2018-08-06","Job Openings","176644.25",NA
"2585","Washington DC","2018-08-13","Job Openings","178224.75",NA
"2586","Washington DC","2018-08-20","Job Openings","180084.25",NA
"2587","Washington DC","2018-08-27","Job Openings","181690.25",NA
"2588","Washington DC","2018-09","Metro Median Base Pay",NA,"60824.666666666701"
"2589","Washington DC","2018-09-03","Job Openings","181683.75",NA
"2590","Washington DC","2018-09-10","Job Openings","181815",NA
"2591","Washington DC","2018-09-17","Job Openings","181917.25",NA
"2592","Washington DC","2018-09-24","Job Openings","182721.25",NA
"2593","Washington DC","2018-10","Metro Median Base Pay",NA,"61173.333333333299"
"2594","Washington DC","2018-10-01","Job Openings","184666",NA
"2595","Washington DC","2018-10-08","Job Openings","185051",NA
"2596","Washington DC","2018-10-15","Job Openings","184415.5",NA
"2597","Washington DC","2018-10-22","Job Openings","181828.75",NA
"2598","Washington DC","2018-10-29","Job Openings","178830",NA
"2599","Washington DC","2018-11","Metro Median Base Pay",NA,"61431.333333333299"
"2600","Washington DC","2018-11-05","Job Openings","177129.25",NA
"2601","Washington DC","2018-11-12","Job Openings","176367.25",NA
"2602","Washington DC","2018-11-19","Job Openings","176301.25",NA
"2603","Washington DC","2018-11-26","Job Openings","175791.25",NA
"2604","Washington DC","2018-12","Metro Median Base Pay",NA,"61446.333333333299"
"2605","Washington DC","2018-12-03","Job Openings","175435.75",NA
"2606","Washington DC","2018-12-10","Job Openings","174512.25",NA
"2607","Washington DC","2018-12-17","Job Openings","174721.75",NA
"2608","Washington DC","2018-12-24","Job Openings","174898",NA
"2609","Washington DC","2018-12-31","Job Openings","174761.25",NA
"2610","Washington DC","2019-01","Metro Median Base Pay",NA,"61402.333333333299"
"2611","Washington DC","2019-01-07","Job Openings","176052.25",NA
"2612","Washington DC","2019-01-14","Job Openings","175987.5",NA
"2613","Washington DC","2019-01-21","Job Openings","175353.5",NA
"2614","Washington DC","2019-01-28","Job Openings","175004.75",NA
"2615","Washington DC","2019-02","Metro Median Base Pay",NA,"61357.333333333299"
"2616","Washington DC","2019-02-04","Job Openings","173460.75",NA
"2617","Washington DC","2019-02-11","Job Openings","172717.5",NA
"2618","Washington DC","2019-02-18","Job Openings","172640.25",NA
"2619","Washington DC","2019-02-25","Job Openings","172179.75",NA
"2620","Washington DC","2019-03","Metro Median Base Pay",NA,"61297.666666666701"
"2621","Washington DC","2019-03-04","Job Openings","171991.75",NA
"2622","Washington DC","2019-03-11","Job Openings","172063.25",NA
"2623","Washington DC","2019-03-18","Job Openings","173787",NA
"2624","Washington DC","2019-03-25","Job Openings","175059.5",NA
"2625","Washington DC","2019-04","Metro Median Base Pay",NA,"61350.333333333299"
"2626","Washington DC","2019-04-01","Job Openings","176232.5",NA
"2627","Washington DC","2019-04-08","Job Openings","177517",NA
"2628","Washington DC","2019-04-15","Job Openings","177848.5",NA
"2629","Washington DC","2019-04-22","Job Openings","179058.25",NA
"2630","Washington DC","2019-04-29","Job Openings","180739.25",NA
"2631","Washington DC","2019-05","Metro Median Base Pay",NA,"61517.333333333299"
"2632","Washington DC","2019-05-06","Job Openings","181675.25",NA
"2633","Washington DC","2019-05-13","Job Openings","182673.5",NA
"2634","Washington DC","2019-05-20","Job Openings","183602.25",NA
"2635","Washington DC","2019-05-27","Job Openings","183275.75",NA
"2636","Washington DC","2019-06","Metro Median Base Pay",NA,"61722.333333333299"
"2637","Washington DC","2019-06-03","Job Openings","183811.25",NA
"2638","Washington DC","2019-06-10","Job Openings","184192.5",NA
"2639","Washington DC","2019-06-17","Job Openings","184366.25",NA
"2640","Washington DC","2019-06-24","Job Openings","184603.5",NA
"2641","Washington DC","2019-07","Metro Median Base Pay",NA,"62026.666666666701"
"2642","Washington DC","2019-07-01","Job Openings","185010.5",NA
"2643","Washington DC","2019-07-08","Job Openings","184873.75",NA
"2644","Washington DC","2019-07-15","Job Openings","185071",NA
"2645","Washington DC","2019-07-22","Job Openings","185748.25",NA
"2646","Washington DC","2019-07-29","Job Openings","186795.5",NA
"2647","Washington DC","2019-08","Metro Median Base Pay",NA,"62095.333333333299"
"2648","Washington DC","2019-08-05","Job Openings","188602",NA
"2649","Washington DC","2019-08-12","Job Openings","190519",NA
"2650","Washington DC","2019-08-19","Job Openings","192775.25",NA
"2651","Washington DC","2019-08-26","Job Openings","194114.75",NA
"2652","Washington DC","2019-09","Metro Median Base Pay",NA,"62340.333333333299"
"2653","Washington DC","2019-09-02","Job Openings","194262.75",NA
"2654","Washington DC","2019-09-09","Job Openings","193484.25",NA
"2655","Washington DC","2019-09-16","Job Openings","193088",NA
"2656","Washington DC","2019-09-23","Job Openings","192977.75",NA
"2657","Washington DC","2019-09-30","Job Openings","192855.25",NA
"2658","Washington DC","2019-10","Metro Median Base Pay",NA,"62379"
"2659","Washington DC","2019-10-07","Job Openings","192415",NA
"2660","Washington DC","2019-10-14","Job Openings","190466",NA
